municipality,region,latitude,longitude,russian_lang,elev,dist_road,pop_density,dist_russia,rebel_violence
Cherevkivske,Donetsk,47.46137,38.14345,0.185877778,0.209912536,0.323426673,0.011152706,0.080935578,0
Cherevkivka,Donetsk,48.83102,37.64346,0.467033333,0.250728863,0.048421309,0.213234833,0.654319521,0
Cheremkhov,Luhansk,49.46667,39.38333,0.078377778,0.542274052,0.053615217,0.007158514,0.154035454,0
Chepyhivka,Luhansk,49.37171,38.59329,0.068588889,0.311953353,0.016778296,0.013239466,0.312925224,0
Chelyuskinets,Luhansk,48.43237,39.19821,0.561111111,0.402332362,0.180287008,0.030088421,0.279293857,1
Chasiv Yar,Donetsk,48.59348,37.85724,0.201244444,0.670553936,0.021676963,0.157962482,0.62529133,1
Chabanivka,Luhansk,49.03251,38.75878,0.0752,0.422740525,0.245537406,0.00784662,0.45000916,1
Bylbasivka,Donetsk,48.83665,37.50168,0.296344444,0.233236152,0.091715773,0.071415853,0.682568268,1
Bylasovka,Donetsk,48.85,37.5,0.2223,0.311953353,0.168828174,0.071415853,0.676233787,1
Butove,Luhansk,49.25894,38.94015,0.122833333,0.198250729,0.154720635,0.015800481,0.307288158,0
Buryanovka,Donetsk,48.08333,37.61667,0.367933333,0.501457726,0.058526878,0.018030725,0.489964215,0
Burlatske,Donetsk,47.89048,36.7462,0.3308,0.39941691,0.220842454,0.010990025,0.875947663,0
Burdyugovka,Luhansk,49.2,38.1,0.111933333,0.387755102,0.031174191,0.014118785,0.409556307,0
Bunchukivka,Luhansk,49.48566,38.65529,0.057811111,0.288629738,0.207854815,0.00709268,0.240534763,0
Bulhakivka,Luhansk,49.18531,38.55747,0.119855556,0.209912536,0.405211995,0.014309975,0.413131035,0
Bulavynske,Donetsk,48.2752,38.3929,0.591966667,0.83090379,0.30872796,0.273189606,0.341361907,1
Bulavynivka,Luhansk,49.41573,38.97231,0.093711111,0.189504373,0.339562055,0.014505583,0.218270294,0
Buhayivka,Luhansk,48.41767,38.85866,0.562766667,0.361516035,0.258844584,0.046204684,0.306090909,0
Budennyy,Donetsk,48.08333,37.18333,0.278777778,0.478134111,0.179458182,0.011367429,0.699233721,0
Budenovka,Luhansk,48.51806,39.54361,0.627,0.422740525,0.093299249,0.010723501,0.085394505,0
Bryantsevka,Donetsk,48.68833,38.08028,0.163222222,0.244897959,0.156176806,0.274949967,0.629737539,0
Bryanka,Luhansk,48.511,38.67222,0.589622222,0.638483965,0.104497768,0.353592942,0.377118123,1
Brusivka,Luhansk,49.32708,39.39744,0.055088889,0.239067055,0.009086419,0.007272797,0.220087261,0
Brusovka,Donetsk,48.9,37.95,0.130922222,0.247813411,0.047798786,0.009892355,0.579098766,0
Brazhyne,Donetsk,47.99838,38.83563,0.693622222,0.586005831,0.167985627,0.030372542,0.073504156,0
Brantov,Donetsk,47.28111,38.21583,0.344955556,0.195335277,0.355850469,0.016223006,0.015364188,0
Boyove,Donetsk,47.16833,37.18209,0.2224,0.27696793,0.022086979,0.010494694,0.410194002,1
Bosyy,Luhansk,49.78333,38.61667,0.141377778,0.536443149,0.032329242,0.007089859,0.101292357,0
Borivske,Luhansk,48.86689,38.56931,0.419488889,0.166180758,0.004510258,0.016443633,0.571918566,0
Borovenky,Luhansk,49.04796,38.56367,0.269266667,0.189504373,0.001769932,0.014118785,0.479536405,1
Bondarne,Luhansk,49.43333,39.38333,0.0768,0.521865889,0.125456246,0.007158514,0.172845229,0
Bondarne,Donetsk,48.74413,37.93086,0.092066667,0.285714286,0.299426155,0.013675658,0.667655643,0
Bondareve,Luhansk,49.3804,39.19137,0.192977778,0.451895044,0.289705876,0.012138673,0.220336504,0
Bondarivka,Luhansk,49.40422,39.63439,0.066366667,0.309037901,0.037712794,0.007158514,0.12305478,0
Bolshe-Vasyukovskiy,Donetsk,47.95,36.65,0.262411111,0.39941691,0.223719769,0.011792638,0.936519866,0
Velyka Verhunka,Luhansk,48.60998,39.38121,0.656688889,0.116618076,0.497738052,0.769146645,0.155603292,1
Velikokamenka,Luhansk,48.14202,39.43939,0.515955556,0.696793003,0.470421632,0.072356153,0.153966028,0
Bolotnyy,Luhansk,49.56667,40.13333,0.236788889,0.667638484,0.387558941,0.007668796,0.023216925,0
Bolotene,Luhansk,48.60705,39.58429,0.696033333,0.116618076,0.607700831,0.011763453,0.041434802,1
Boldyrevo,Donetsk,48.01667,38.7,0.674422222,0.565597668,0.031666217,0.297182575,0.115740948,0
Bokove-Platove,Luhansk,48.12014,39.02224,0.608155556,0.428571429,0.133183178,0.421203087,0.143728427,0
Bokove,Luhansk,48.23317,39.42845,0.449844444,0.326530612,0.823963942,0.028924501,0.203471162,1
Bogoyavlenka,Donetsk,47.85,37.21667,0.153211111,0.419825073,0.022968701,0.027643038,0.633517144,0
Bogoroditskoye,Luhansk,49.71667,38.2,0.532922222,0.402332362,0.200114516,0.006915213,0.130535739,0
Bohorodychne,Donetsk,49.01919,37.51079,0.186166667,0.204081633,0.014239091,0.022302891,0.589219629,0
Bogodirov,Donetsk,47.31778,38.17861,0.171633333,0.148688047,0.160986617,0.012082065,0.025981888,0
Bogdanovka,Luhansk,49.63333,38.2,0.144966667,0.306122449,0.019465091,0.010873341,0.176127406,1
Bohdanivka,Donetsk,48.6184,37.89805,0.260655556,0.411078717,0.242831769,0.018856819,0.627804612,1
Bohdanivka,Donetsk,47.62989,37.75637,0.722388889,0.498542274,0.262385372,0.023895661,0.307713307,1
Bahatyr,Donetsk,47.99549,36.93977,0.371466667,0.29154519,0.158997375,0.010990025,0.807326107,0
Bahachka,Luhansk,49.98502,38.37687,0.124222222,0.498542274,0.030614813,0.007348481,0.0106434,0
Bobrove,Luhansk,48.81106,38.64176,0.329622222,0.148688047,0.172108435,0.015610323,0.544692453,1
Bobrykove,Luhansk,47.92808,39.22816,0.258411111,0.2303207,0.038310903,0.010149507,0.034597224,0
Blyumental Nomer Devyatnadtsatyy,Donetsk,47.58333,37.03333,0.201911111,0.367346939,0.038210553,0.010973673,0.639421245,0
Blizhnyaya Dyleyevka,Donetsk,48.45,37.9,0.691288889,0.451895044,0.531229258,0.015188521,0.54250145,0
Blahivka,Luhansk,47.9594,39.35638,0.133244444,0.294460641,0.029424066,0.005102762,0.04607239,0
Blahovishchenka,Donetsk,47.68066,37.38313,0.250744444,0.641399417,0.209412709,0.025781362,0.517268283,0
Blahodatne,Donetsk,47.87928,38.48492,0.351366667,0.186588921,0.056032329,0.015849296,0.136463049,1
Blahodatne,Donetsk,47.70013,37.41898,0.250744444,0.618075802,0.046825219,0.025781362,0.502186052,1
Blagodat,Donetsk,48.57615,37.11971,0.182477778,0.530612245,0.423836306,0.009454298,0.882871509,1
Biryukove,Luhansk,47.95631,39.73843,0.437422222,0.594752187,0.040109856,0.005102762,0.044176414,1
Byryuky,Donetsk,47.86112,38.08614,0.710922222,0.548104956,0.044199576,0.769280019,0.210813907,1
Birjukowo,Luhansk,47.95,39.73333,0.434455556,0.50728863,0.006980629,0.005102762,0.046392337,0
Bezzabotivka,Donetsk,48.68871,37.03271,0.148233333,0.355685131,0.026636264,0.009694312,0.894105187,0
Bezimenne,Donetsk,47.10716,37.93815,0.333811111,0.040816327,0.019252109,0.016223006,0.174778585,1
Bezpavlovskiy,Donetsk,47.76667,38.55,0.420288889,0.428571429,0.184355966,0.015849296,0.072783033,0
Bezginovo,Luhansk,48.92179,39.01322,0.690811111,0.145772595,0.160538451,0.00784662,0.370563223,0
Besedovka,Luhansk,49.25,38.9,0.128988889,0.157434402,0.085516893,0.015800481,0.314260328,0
Bertov,Donetsk,47.3,37.95,0.378311111,0.212827988,0.03025369,0.015080885,0.155030411,0
Bert,Donetsk,47.31667,37.95,0.3635,0.256559767,0.075819894,0.015080885,0.154866812,1
Berezove,Luhansk,49.39778,39.14194,0.135066667,0.428571429,0.613444498,0.013701479,0.220501119,1
Berezivka,Luhansk,48.00883,39.53343,0.628944444,0.539358601,0.049610042,0.024757154,0.09092954,0
Berezivske,Luhansk,48.66829,38.60887,0.405511111,0.294460641,0.196618341,0.030863034,0.472484323,0
Berezivka,Luhansk,49.75041,38.85273,0.1153,0.259475219,0.208196829,0.009982248,0.058719236,0
Berezovatka,Luhansk,49.79638,38.32383,0.584288889,0.481049563,0.026292523,0.006915213,0.114417876,0
Berestyanskiy,Donetsk,47.82306,38.22444,0.6423,0.454810496,0.00566649,0.016660299,0.144715322,0
Berestovyy Nomer Odin,Donetsk,48.5,37.51667,0.184044444,0.504373178,0.46301329,0.007055298,0.693429817,0
Berehove,Donetsk,47.71773,38.08812,0.6448,0.332361516,0.029574492,0.018529607,0.153423555,0
Berestove,Luhansk,49.54278,37.89167,0.067411111,0.341107872,0.263110377,0.010779485,0.228986766,1
Berestove,Donetsk,48.75487,38.25136,0.1477,0.597667638,0.005953754,0.015814199,0.601847277,1
Berdyanske,Donetsk,47.10056,37.44721,0.599322222,0.189504373,0.08129556,0.013302488,0.281581648,1
Berdyanskiy,Donetsk,47.08826,37.78482,0.600055556,0,0.080218692,0.016223006,0.228342633,0
Belozerskoye,Donetsk,48.53366,37.06272,0.236588889,0.60058309,0.147948389,0.102629137,0.892663477,0
Bile,Luhansk,48.49523,39.05051,0.496166667,0.198250729,0.016182011,0.030088415,0.349142003,1
Biloyarivka,Donetsk,47.79607,38.60247,0.428977778,0.12244898,0.006830822,0.015849296,0.067074655,0
Bilovodsk,Luhansk,49.20846,39.58975,0.185366667,0.186588921,0.015672091,0.007272797,0.101197334,1
Belosvitovka,Luhansk,49.2,38.21667,0.235477778,0.183673469,4.11978288436046e-4,0.014118785,0.419285481,0
Biloskelyuvate,Luhansk,48.44865,39.65026,0.478366667,0.454810496,0.413016268,0.010288488,0.083163742,0
Bilorichenskyy,Luhansk,48.44703,39.1023,0.515488889,0.483965015,0.401074104,0.030088421,0.327534273,0
Bilolutsk,Luhansk,49.70263,39.01727,0.060311111,0.201166181,0.017247449,0.010089722,0.061789372,0
Belokuzminovka,Donetsk,48.65344,37.67984,0.291888889,0.344023324,0.058542548,0.028406668,0.705057967,0
Bilokurakyne,Luhansk,49.5341,38.73067,0.088455556,0.256559767,0.060510605,0.00709268,0.195035136,0
Belokamenskoye,Donetsk,48.68333,38.1,0.196811111,0.379008746,0.048084446,0.197792693,0.621856431,0
Belo-Kamenka,Donetsk,47.54165,37.85999,0.743244444,0.393586006,0.005620273,0.011152706,0.240483458,0
Bilohorivka,Luhansk,48.92503,38.24822,0.271488889,0.204081633,0.369107024,0.015955901,0.575470133,1
Bilohorivka,Donetsk,48.73441,38.21492,0.133933333,0.361516035,0.014483613,0.013675658,0.603889015,1
Bilytske,Donetsk,48.40642,37.18111,0.295188889,0.562682216,0.602795599,0.134483358,0.795988722,0
Bilenke,Donetsk,48.7592,37.62441,0.430111111,0.259475219,0.2242359,0.168579153,0.696109472,0
Belenkiy,Luhansk,48.48333,38.98333,0.3775,0.38483965,0.086490809,0.030088415,0.347648133,0
Belaya Krinitsa,Donetsk,47.31093,38.06929,0.202055556,0.145772595,0.205296754,0.011152706,0.087546433,0
Bila Hora,Luhansk,48.84949,38.51233,0.471155556,0.247813411,0.153256044,0.016443633,0.586170435,1
Bila Hora,Donetsk,48.48219,37.87946,0.470255556,0.443148688,0.517983821,0.008275398,0.564008747,1
Bedovka,Luhansk,49.51667,38.83333,0.045855556,0.335276968,0.276095816,0.00709268,0.176267322,0
Bayrachky,Luhansk,48.392,38.60174,0.5027,0.763848397,0.070444655,0.046204684,0.326685303,1
Baydivka,Luhansk,49.17434,38.91498,0.085266667,0.186588921,0.007301684,0.015800481,0.355956316,0
Bashtevych,Luhansk,48.36936,38.86676,0.405811111,0.787172012,0.080717956,0.010160957,0.278692821,0
Basanka,Donetsk,47.21667,37.86667,0.407522222,0.198250729,0.166385137,0.016223006,0.208954667,0
Barykine,Luhansk,49.28923,38.40143,0.209511111,0.332361516,0.257338556,0.012475227,0.387222986,0
Baronskoye,Luhansk,48.38481,38.5452,0.533866667,0.868804665,0.144724825,0.046204684,0.3372269,0
Barbasov,Donetsk,47.4,37.88333,0.3723,0.247813411,0.276592423,0.011152706,0.198623232,0
Baranivka,Donetsk,48.31448,37.53475,0.287455556,0.463556851,0.346913791,0.011255975,0.610102623,0
Baranykivka,Luhansk,49.22641,38.30116,0.408344444,0.434402332,0.161797806,0.014118785,0.4126954,0
Bakhmutivka,Luhansk,48.86779,39.05208,0.629477778,0.131195335,0.114769274,0.00784662,0.354080824,0
Bakhmutovka,Donetsk,48.42528,38.02528,0.476922222,0.396501458,0.230096959,0.173018851,0.499124434,0
Badya,Donetsk,47.66167,38.29833,0.4459,0.341107872,0.253348008,0.018464438,0.046652014,0
Babycheve,Luhansk,49.94395,38.22372,0.563477778,0.303206997,0.032561451,0.006915213,0.017327101,0
Babanovka,Luhansk,49.28996,38.30755,0.2561,0.381924198,0.241872609,0.014118785,0.378786122,0
Babakh-Tarama,Donetsk,46.89356,37.08543,0.569577778,0.078717201,0.048136357,0.013302488,0.380426415,0
Pryazovske,Donetsk,47.15015,37.37013,0.517244444,0.271137026,0.194925424,0.01314107,0.329783831,0
Azarivka,Luhansk,48.33691,39.06546,0.488566667,0.795918367,0.070089974,0.030088415,0.26672733,0
Aydar-Mykolayivka,Luhansk,48.96301,38.97228,0.702644444,0.142857143,0.122267284,0.00784662,0.391491261,0
Aydar,Luhansk,49.68333,39.5,0.0621,0.501457726,0.47314594,0.007173042,0.041657903,0
Avremivka,Donetsk,48.65,37.35,0.2397,0.463556851,0.174825587,0.01280105,0.815388497,0
Avdotyine,Donetsk,47.91593,37.84804,0.691422222,0.387755102,0.127627951,0.406162514,0.328850639,0
Avdeyevka Vtoraya,Donetsk,48.11667,37.78333,0.590933333,0.690962099,0.072741115,0.245620789,0.432042086,0
Avdeyevka Pervaya,Donetsk,48.13333,37.76667,0.584055556,0.571428571,0.199244842,0.183568898,0.445335269,0
Avdiyivka,Donetsk,48.13989,37.74255,0.584055556,0.618075802,0.342304871,0.498039958,0.457467075,1
Astakhove,Luhansk,47.86074,39.61937,0.280155556,0.390670554,0.08589339,0.005102762,0.012462165,0
Astachowo,Luhansk,47.86667,39.61667,0.280155556,0.434402332,0.046689983,0.005102762,0.016042444,0
Artemovskiy Rudnik,Donetsk,48.38333,37.91667,0.693233333,0.737609329,0.250781647,0.054823437,0.505125929,0
Artemovskiy Rayon,Luhansk,48.56667,39.33333,0.633366667,0.236151603,0.101159618,0.769146645,0.184874216,0
Artemivsk,Donetsk,48.59559,37.99987,0.353244444,0.297376093,0.039765373,0.45505418,0.59383011,1
Artemivsk,Luhansk,48.44061,38.732,0.591877778,0.822157434,0.275773766,0.192926756,0.32955183,1
Artemove,Donetsk,48.37185,37.888420000000004,0.645155556,0.647230321,0.190831818,0.292111999,0.507797486,1
Artemivka,Luhansk,49.44485,37.90773,0.140266667,0.44606414,0.15812316,0.010793888,0.278952483,1
Artemivka,Donetsk,48.49195,37.37919,0.209655556,0.268221574,0.044940769,0.007297993,0.742919669,1
Artemivka,Donetsk,47.87199,38.63777,0.232044444,0.15451895,0.034380161,0.015849296,0.095444137,1
Artema,Donetsk,48.49022,37.60557,0.329788889,0.376093294,0.280504285,0.007055298,0.655918028,0
Arkhanhelske,Donetsk,48.26726,37.64291,0.4448,0.49271137,0.255632158,0.010517681,0.548218813,0
Arapivka,Luhansk,49.73944,38.03645,0.306811111,0.314868805,0.401074546,0.007534784,0.103461679,0
Promin,Luhansk,49.34152,38.33798,0.239744444,0.469387755,0.142909599,0.010873341,0.355932382,0
Antratsyt,Luhansk,48.11503,39.09128,0.6928,0.685131195,0.005562831,0.278374209,0.143406906,1
Antonivka,Donetsk,47.8815,37.35702,0.193077778,0.425655977,0.088832217,0.027643038,0.563914537,1
Anoshkyne,Luhansk,49.83763,38.19206,0.764677778,0.478134111,0.026164566,0.006915213,0.065250612123225707,0
Annovka,Donetsk,48.71667,38.05,0.172166667,0.329446064,0.187025215,0.013675658,0.649752943,0
Hannivka,Luhansk,48.48058,38.54638,0.518911111,0.527696793,0.263636546,0.111373511,0.385111185,0
Hannivka,Donetsk,48.48654,37.104730000000004,0.242288889,0.43148688,0.065004471,0.149854057,0.857645788,0
Hannivka,Donetsk,47.90768,37.26015,0.197144444,0.393586006,0.102282551,0.027643038,0.62032392,0
Anninskaya,Donetsk,48.48333,37.11667,0.238211111,0.39941691,0.013999155,0.149854057,0.851201019,0
Anisimovka,Luhansk,49.45,38.46667,0.257066667,0.306122449,0.62332642,0.010873341,0.292908167,0
Andriyivka,Donetsk,47.82661,38.12942,0.636811111,0.498542274,0.114133277,0.460110075,0.179874555,1
Andreyevskiy,Donetsk,47.55,38.25,0.338133333,0.189504373,0.007226748,0.018529607,0.026399131,0
Andriyivka,Luhansk,49.41876,38.38248,0.249655556,0.530612245,0.404633902,0.010873341,0.31727702,1
Andriyivka,Donetsk,48.81833,37.54127,0.258266667,0.189504373,0.143605305,0.048392587,0.68246226,1
Andriyivka,Donetsk,48.61849,37.28609,0.182755556,0.574344023,0.017532379,0.012607627,0.830660317,0
Andriyivka,Luhansk,48.35504,39.49293,0.557722222,0.355685131,0.175734277,0.010288995,0.171251959,1
Andriyivka,Donetsk,48.11523,38.7198,0.658444444,0.483965015,0.085403362,0.252760896,0.156908402,1
Andriyivka,Donetsk,48.02014,37.06059,0.494,0.32361516,0.096527581,0.010990025,0.74811682,1
Andriyivka,Donetsk,47.85251,37.78936,0.575977778,0.510204082,0.31978794,0.025781362,0.336783146,1
Andriyivka,Donetsk,47.6603,38.09124,0.683433333,0.265306122,0.32095025,0.018529607,0.134833545,1
Andriyivka,Donetsk,47.46046,37.65688,0.464077778,0.551020408,0.012437953,0.015164899,0.330881164,1
Anadol,Donetsk,47.45244,37.58098,0.455777778,0.373177843,0.037464906,0.025781362,0.371508954,1
Amvrosiyivka,Donetsk,47.79348,38.47768,0.425922222,0.411078717,0.023456802,0.015849296,0.088060871,1
Almazovka,Luhansk,48.06221,39.31804,0.352455556,0.7696793,0.042361296,0.290133422,0.10558221,1
Almazna,Luhansk,48.52048,38.58035,0.445888889,0.603498542,0.284127797,0.43350462,0.398326095,1
Alisovka,Donetsk,48.75,37.43333,0.3744,0.241982507,0.22058639,0.22117199,0.74356614,0
Alekseyevskiy,Donetsk,47.11667,37.76667,0.694244444,0.172011662,0.056128232,0.016223006,0.243091135,0
Alekseyevo-Orlovka,Donetsk,48.06667,38.41667,0.827677778,0.510204082,0.011965104,0.363897236,0.243355812,0
Oleksiyevo-Druzhkivka,Donetsk,48.57909,37.60941,0.373522222,0.221574344,0.652019039,0.384310073,0.693615079,1
Oleksiyivka,Luhansk,49.42081,38.77409,0.055633333,0.204081633,0.539361164,0.00709268,0.238781097,1
Oleksiyivka,Luhansk,49.01808,39.17943,0.162455556,0.177842566,0.067000099,0.00784662,0.274101935,1
Oleksiyivka,Donetsk,48.01843,36.94679,0.371466667,0.311953353,0.132213654,0.010990025,0.807869747,1
Oleksiyivske,Donetsk,47.81886,38.74911,0.226322222,0.408163265,0.091277407,0.015849296,0.02601953,0
Oleksandrivsk,Luhansk,48.58706,39.18834,0.504422222,0.148688047,0.014214616,0.128274348,0.2649607,1
Oleksandrivka,Donetsk,49.11549,37.58852,0.156788889,0.393586006,0.050810974,0.009889692,0.520322293,1
Oleksandrivka,Luhansk,48.9745,38.62273,0.364166667,0.265306122,0.514705665,0.009553093,0.504429897,1
Oleksandrivka,Donetsk,48.74731,37.4533,0.416066667,0.271137026,0.194318128,0.22117199,0.739857338,1
Oleksandrivka,Donetsk,48.70837,36.91561,0.067444444,0.344023324,0.012962753,0.009694312,0.869971775,1
Novooleksandrivka,Luhansk,48.61222,38.43056,0.305433333,0.495626822,0.164345246,0.016443633,0.480863201,1
Aleksandrovka,Donetsk,48.61667,37.28333,0.089133333,0.556851312,0.022719097,0.012607627,0.831009142,1
Aleksandrovka,Donetsk,48.48333,37.05,0.209733333,0.364431487,0.020774696,0.508149211,0.881283297,1
Oleksandrivka,Luhansk,48.07812,39.74695,0.715744444,0.848396501,0.041875379,0.021534289,0.036772176,1
Oleksandrivka,Donetsk,47.92252,37.57095,0.421744444,0.504373178,0.390868856,0.510616886,0.463210166,1
Oleksandrivka,Donetsk,47.7964,38.05062,0.640144444,0.425655977,0.33586755,0.410701774,0.197721265,1
Aleksandrovka,Donetsk,47.41667,37.53333,0.5971,0.463556851,0.040291608,0.025781362,0.394337215,1
Aleksandrovka,Donetsk,47.25,37.33333,0.486233333,0.317784257,0.159772572,0.010494694,0.387489792,1
Oleksandro-Shultyne,Donetsk,48.48492,37.82421,0.395811111,0.341107872,0.387161957,0.007055298,0.581117019,1
Oleksandropil,Luhansk,49.69099,38.84873,0.112077778,0.483965015,0.003394547,0.00709268,0.084237854,0
Oleksandropil,Donetsk,48.36007,37.59711,0.314666667,0.542274052,0.486541767,0.007055298,0.604161759,0
Oleksandro-Kalynove,Donetsk,48.42253,37.6681,0.2017,0.317784257,0.074517702,0.007055298,0.603968088,1
Aleksandrowka,Donetsk,48.05767,37.83893,0.701877778,0.60058309,0.305913762,0.252140858,0.38629658,0
Aleksandrograd,Donetsk,47.97664,36.60475,0.270977778,0.396501458,0.393654712,0.011047447,0.964579534,0
Aleksandrinka,Donetsk,47.77873,37.68193,0.662144444,0.411078717,0.07370219,0.025781362,0.371966768,0
Alchevsk,Luhansk,48.46893,38.81669,0.564122222,0.61516035,0.078219168,0.897796051,0.336679409,1
Ahronomichne,Donetsk,47.85776,38.1888,0.569822222,0.577259475,0.169305727,0.024231834,0.172066764,0
Adrianopil,Luhansk,48.36284,38.72342,0.4896,0.591836735,0.187125256,0.046204684,0.288688163,1
Adamivka,Donetsk,48.94312,37.44787,0.2123,0.346938776,0.318485871,0.01280105,0.644226286,0
Adaman Chalpan,Donetsk,47.79678,37.90932,0.723366667,0.586005831,0.098199128,0.037696634,0.262521995,1
Demino-Aleksandrovka,Luhansk,50.04195,38.22979,0.474744444,0.306122449,0.139351079,0.007671962,0.015200183,1
Sirotino,Luhansk,50.05278,38.29361,0.176577778,0.33819242,0.095855359,0.00694249,0.009210742,0
Koska,Donetsk,47.09472,38.01972,0.391222222,-0.005830904,0.055287179,0.016223006,0.132849402,0
Rozy Lyuksemburh,Donetsk,47.20674,38.11126,0.300611111,0.037900875,0.128440437,0.016223006,0.070954581,1
Porokhnya,Donetsk,47.24578,38.02911,0.236933333,0.174927114,0.239167564,0.016223006,0.116415628,0
Novyy Shcherbak,Donetsk,47.21139,38.18111,0.273222222,0.177842566,0.181020724,0.016223006,0.032590285,0
Tsyplakovo,Donetsk,47.2075,38.11028,0.300611111,0.058309038,0.136017167,0.016223006,0.071554817,0
Zabalkov,Donetsk,47.24028,38.12611,0.257911111,0.104956268,0.108423001,0.016223006,0.066932548,0
Kachkary,Donetsk,47.24,38.13667,0.217311111,0.090379009,0.043420289,0.016223006,0.061296094,0
Stroitel,Donetsk,47.23806,38.24028,0.4644,0.166180758,0.038730119,0.016216559,0.006322255,1
Bessarabka,Donetsk,47.26497,38.1141,0.1772,0.160349854,0.032399936,0.015089435,0.06749176,1
Kurlyandskiy,Donetsk,47.28417,38.09194,0.160677778,0.212827988,0.154303142,0.015089435,0.076519329,0
Yasenovka,Donetsk,47.32861,38.05528,0.252622222,0.259475219,0.060420607,0.011152706,0.095843638,0
Klimush,Donetsk,47.29444,38.16972,0.169777778,0.055393586,0.217310291,0.012082065,0.032565233,0
Bezzaponnyy,Donetsk,47.30472,38.22083,0.320255556,0.186588921,0.374285582,0.014445431,0.0032302,0
Yelizavetov,Donetsk,47.30972,38.18417,0.169777778,0.104956268,0.220232851,0.012082065,0.022790821,0
Urzufskiye,Donetsk,46.94472,37.18028,0.748355556,0.005830904,0.004029944,0.013302488,0.341107485,0
Kuznetsi,Donetsk,47.27672,38.31942,0.427566667,0.174927114,0.08190649,0.016219055,0.006575675,0
Kuznetsy,Donetsk,47.29278,38.32028,0.444822222,0.192419825,0.178041137,0.016189983,0.004882899,0
Bohdanivka,Donetsk,47.48499,38.04937,0.295688889,0.370262391,0.042090269,0.011293714,0.132218295,1
Kononov,Donetsk,47.42806,38.10972,0.193388889,0.195335277,0.074918601,0.011152706,0.08659537,0
Radyanske,Donetsk,47.36324,38.18602,0.192222222,0.102040816,0.007715272,0.011152706,0.030757969,0
Kladov,Donetsk,47.37444,38.12722,0.188677778,0.279883382,0.196582179,0.011152706,0.0632103,0
Novoselovka,Donetsk,47.52889,38.01833,0.461244444,0.364431487,0.128440314,0.01767062,0.153674544,0
Vtoraya Balka,Donetsk,47.64528,38.07806,0.725611111,0.282798834,0.307283255,0.018529607,0.137096164,0
Chkalovskyy,Donetsk,47.67172,38.05898,0.725611111,0.21574344,0.363179269,0.018529607,0.153741794,1
Petrivske,Donetsk,47.69186,38.07848,0.6448,0.320699708,0.201320215,0.018529607,0.150256607,0
Protsenko,Donetsk,47.72611,38.21917,0.483711111,0.413994169,0.277169593,0.016323176,0.104127704,1
Kolosky,Donetsk,47.68665,38.20492,0.551788889,0.478134111,0.047180524,0.018529607,0.09225271,0
Obrizne,Donetsk,47.70584,38.28669,0.521344444,0.469387755,0.105903247,0.017432652,0.070099639,1
Kosharne,Donetsk,47.66884,38.44583,0.397822222,0.349854227,0.085547574,0.015849296,0.018935857,0
Chistyakov,Donetsk,47.64222,38.40833,0.439055556,0.271137026,0.002590888,0.015849296,0.018612303,0
Gorkiy,Donetsk,47.62556,38.39417,0.495922222,0.198250729,0.108719745,0.015849296,0.008541162,0
Stepne,Donetsk,47.68083,38.63361,0.331822222,0.419825073,0.05486737,0.01576654,0.013907818,1
Kovalev,Luhansk,47.98194,39.52056,0.467422222,0.486880466,0.17394805951682701,0.00620491,0.074153899,1
Lozovatyy,Luhansk,47.96167,39.56861,0.560855556,0.655976676,0.421474402,0.005102762,0.073020835,0
Razstannyy,Luhansk,47.95333,39.58222,0.560855556,0.588921283,0.513259656,0.005102762,0.067737064,0
Karpovo,Luhansk,47.91444,39.54611,0.320522222,0.556851312,0.225722828,0.005102762,0.04517851,0
Dolinnoye,Luhansk,47.85972,39.60889,0.320522222,0.443148688,0.088447064,0.005102762,0.013058442,0
Klunykove,Luhansk,47.89069,39.32393,0.134366667,0.50728863,0.287257081,0.010149507,0.011613754,0
Latysheve,Donetsk,47.97222,38.84444,0.716144444,0.478134111,0.156094131,0.030372542,0.057927799,1
Novopetrivske,Donetsk,47.84889,38.81179,0.2605,0.256559767,0.13654506,0.014084716,0.012872619,0
Nyzhnokrynske,Donetsk,47.78468,38.62693,0.364355556,0.090379009,0.109395641,0.015849296,0.055165281,0
Metalist,Donetsk,47.82477,38.29451,0.451577778,0.542274052,0.017973334,0.015849296,0.128196972,1
Shaloshnykove,Donetsk,47.95975,38.45462,0.314277778,0.597667638,0.305485005,0.007299015,0.181937854,0
Mala Shyshivka,Donetsk,47.9278,38.47957,0.248222222,0.285714286,0.177914773,0.012640264,0.163853982,0
Krasnovka,Donetsk,47.86083,38.48833,0.3418,0.314868805,0.010924328,0.015849296,0.126044661,0
Rodnyky,Donetsk,47.83727,38.4194,0.302266667,0.346938776,0.247619747,0.015849296,0.114837667,0
Yekaterinovka,Donetsk,47.94833,38.12806,0.636977778,0.437317784,0.310489982,0.015849296,0.233604307,0
Kobzari,Donetsk,47.92649,38.14306,0.647122222,0.428571429,0.258524839,0.015849296,0.218655015,1
Hrabske,Donetsk,47.90414,38.15529,0.613533333,0.478134111,0.246770101,0.14503447,0.204332614,1
Prydorozhnye,Donetsk,47.92056,38.15222,0.604411111,0.440233236,0.214387105,0.015849296,0.213025104,0
Mnohopillya,Donetsk,47.85824,38.22145,0.670566667,0.612244898,0.015892429,0.015849296,0.162517904,0
