year,state,Asian,Black,Hispanic,Indigenous,White,Female,Male,age20,age3045,age4565,age65,total
1993,CO,0.018915235,0.036935662,0.124335214,0.00670376,0.813110129,0.50601583,0.493984171,0.274011688,0.503543981,0.168767608,0.053676724,2808424
1993,CT,0.017853808,0.076889298,0.063464309,0.002018379,0.839774206,0.523039425,0.476960575,0.254181741,0.464751623,0.202407556,0.07865908,2634788
1993,DC,0.025296472,0.618133953,0.060344109,0.002307077,0.29391839,0.539949668,0.460050333,0.316651442,0.434432416,0.181695559,0.067220582,491531
1993,DE,0.015941487,0.161008656,0.024800866,0.003264929,0.794984062,0.521557524,0.478442476,0.280087712,0.452085597,0.20528037,0.062546321,555908
1993,FL,0.013345782,0.118961386,0.128906559,0.002598144,0.73618813,0.521093017,0.478906983,0.239671834,0.419049571,0.242083248,0.099195347,11197995
1993,GA,0.014154768,0.255035898,0.021539204,0.001956815,0.707313315,0.520306276,0.479693724,0.300108486,0.473717846,0.171730049,0.054443619,5406235
1993,HI,0.642232735,0.023311941,0.061508348,0.003133572,0.269813404,0.493780864,0.506219136,0.280790725,0.467028759,0.193549337,0.058631179,916526
1993,IA,0.009763701,0.016155864,0.011837804,0.002060658,0.960181973,0.520583277,0.479416724,0.26635597,0.42828121,0.211618114,0.093744706,2231326
1993,ID,0.009235126,0.003336608,0.050422661,0.011494363,0.925511241,0.505610258,0.494389742,0.286513521,0.456251757,0.1879995,0.069235222,832582
1993,IL,0.027858606,0.137895761,0.079744039,0.001604608,0.752896986,0.520181548,0.479818452,0.279675352,0.455620829,0.193603755,0.071100064,9221567
1993,IN,0.007569339,0.073805765,0.018029414,0.002093345,0.898502138,0.520591617,0.479408383,0.283044282,0.449051001,0.197963982,0.069940735,4510962
1993,KS,0.013467634,0.052941697,0.03777069,0.007717039,0.888102941,0.514800434,0.485199566,0.273377128,0.444535113,0.198319897,0.083767862,1976665
1993,KY,0.005280831,0.066643787,0.006220716,0.001357833,0.920496833,0.522129489,0.477870511,0.283028283,0.44776529,0.200079869,0.069126558,3009943
1993,LA,0.010437317,0.290215515,0.022169198,0.004156267,0.673021703,0.526779448,0.473220552,0.298209744,0.448866509,0.190735841,0.062187906,3279866
1993,MA,0.026833644,0.044992144,0.045076654,0.001815953,0.881281605,0.527269699,0.472730301,0.278143408,0.447470415,0.195105295,0.079280883,4851447
1993,MD,0.033086838,0.246169127,0.028703631,0.002674229,0.689366175,0.523017875,0.476982125,0.268078479,0.488306095,0.185976617,0.057638809,3891215
