commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,pop,pctforeign,eAdminhead,eEducationhead,eHospitalHealthInsurance,eHousinghead,eSocialhead,eTotalhead,eTraffichead,eUtilitieshead,lowincome,lowincome_rate,sd_share,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,totalseats,unemp_rate,unemployed,pct1565,crime_vtheft
Tørring-Uldum,2004,24376,94,14,1.129669905,0,0,0,0,0,8445,737,12393,0.020656822,3.698216677,9.653352737,0,0.633422077,23.16823959,37.85201263,1.123134017,-0.424352467,5235,0.422415882,0.263157904,0,0,1,2,0,7,0,5,0,0,0,0,4,19,0.02372307,294,0.681433082,108
Ulfborg-Vemb,2004,10255,21,17,2.43797493,0,2,2,0,0,4734,442,6973,0.031693675,4.404847145,8.373010635,0,0.753621101,23.69869423,38.14742661,1.198049664,-0.280797362,3051,0.437544823,0.266666681,0,0,0,2,0,8,0,4,0,1,0,0,0,15,0.027247956,190,0.678904355,38
Ullerslev,2004,6905,32,2,0.390701324,0,0,0,0,0,3497,254,5119,0.024809534,4.771244526,8.913264275,0,0.576284409,21.25024414,35.90115356,0.926157475,-0.536042213,2021,0.394803673,0.615384638,0,0,0,0,0,3,0,8,0,0,0,0,2,13,0.03281891,168,0.683141232,34
Vallensbæk,2004,11087,101,15,1.211436033,0,1,1,0,0,9066,578,12382,0.057987399,6.01558733,10.52745914,0,1.095622659,17.88749886,35.99184418,1.146987557,-0.681311607,3939,0.318123072,0.266666681,0,0,10,0,0,1,0,4,0,0,0,0,0,15,0.023098046,286,0.73219192,116
Vallø,2004,18526,61,14,1.362928271,0,2,2,0,0,7301,526,10272,0.025019471,4.630062103,7.913356781,0,1.07369554,22.67776489,36.27823257,0.755841136,-0.772488296,3814,0.371300638,0.266666681,0,0,1,1,0,9,0,4,0,0,0,0,0,15,0.027550623,283,0.71076715,75
Vamdrup,2004,14854,21,18,2.424242496,0,2,2,0,0,5052,390,7425,0.032996632,3.91986537,9.877171516,0,0.793535352,25.57050514,40.70518494,1.078383803,-0.534276068,2645,0.356228948,0.333333343,0,0,4,1,0,5,0,5,0,0,0,0,0,15,0.024646465,183,0.680404067,39
Varde,2004,51905,129,62,3.089495659,0,4,4,0,0,13873,940,20068,0.037721746,4.439854622,8.848863602,0,0.817570269,24.69932175,39.74422073,0.751744092,0.186864659,7580,0.377715766,0.294117659,0,0,3,0,0,9,0,5,0,0,0,0,0,17,0.026210884,526,0.691299558,191
Vejen,2004,31774,128,40,2.35876894,0,2,2,0,0,11583,925,16958,0.030840902,4.193772793,8.880351067,0,0.485375643,23.81654739,37.70615768,1.252742052,-0.922632396,6742,0.397570461,0.380952388,0,0,2,1,0,8,0,8,0,1,0,0,1,21,0.022231394,377,0.68304044,168
Vejle,2004,170999,558,198,3.551569462,1,23,22,0,0,39494,2490,55750,0.048089687,4.26981163,8.374797821,0,0.707121074,27.48371315,40.87218094,0.833470881,-0.796735406,19666,0.352753371,0.239999995,0,0,1,1,0,5,0,6,0,9,0,0,3,25,0.037022423,2064,0.708412528,756
Viborg,2004,104210,201,131,3.019685507,0,4,4,0,0,30872,2168,43382,0.033124339,3.796413183,8.467406273,0,0.70284909,26.78173065,40.53443909,1.117122293,-0.331082016,17209,0.396685272,0.523809552,0,0,2,0,0,7,0,11,0,1,0,0,0,21,0.02537919,1101,0.711631536,332
Videbæk,2004,12721,29,20,1.646361589,0,1,1,0,0,8158,688,12148,0.024366152,3.424432039,9.421468735,0,0.459993422,21.50032997,35.8152771,1.303095102,-0.294040173,5599,0.460898906,0.210526317,0,2,0,1,0,9,0,4,0,0,0,0,3,19,0.01967402,239,0.67155087,49
Vinderup,2004,12288,11,16,1.989307523,0,0,0,0,0,5389,549,8043,0.030212607,4.011314392,8.595673561,0,0.587840378,22.27701187,36.81810379,1.295909524,0.050354347,3237,0.402461767,0.176470593,0,1,0,1,0,8,0,3,2,1,0,0,1,17,0.02175805,175,0.67002362,27
Vissenbjerg,2004,16781,69,15,2.456600189,0,0,0,0,0,4274,314,6106,0.020307895,4.55486393,8.549295425,0,0.506223381,27.68571854,41.85194778,1.123812675,-0.567965925,2248,0.368162453,0.307692319,0,0,2,0,0,3,0,4,0,1,0,0,3,13,0.034392402,210,0.699967265,84
Vojens,2004,34104,84,38,2.262578011,0,0,0,0,0,11695,950,16795,0.024828818,3.635248661,8.691813469,0,0.683596313,23.11110497,36.45513535,0.970407844,-0.637034833,6221,0.37040785,0.428571433,0,0,1,1,0,10,0,9,0,0,0,0,0,21,0.03501042,588,0.696338177,122
Vordingborg,2004,94494,99,65,3.149987936,0,5,5,0,0,14522,1129,20635,0.027477587,4.57494545,7.850981236,0,0.832614481,27.67749023,41.36447906,0.873855114,-0.445408285,7531,0.364962429,0.473684222,0,0,2,1,0,5,0,9,1,1,0,0,0,19,0.030627575,632,0.703755736,164
Værløse,2004,31459,160,21,1.131039023,0,0,0,0,0,12574,1041,18567,0.039694082,4.750902176,9.843647003,0,0.920611858,23.49367142,39.4139061,1.219152212,-0.814078748,7016,0.377874732,0.200000003,0,0,4,0,0,5,0,3,2,1,0,0,0,15,0.01879679,349,0.677223027,181
Århus,2004,1495917,2803,1315,4.480256081,11,60,49,1,3.41E-06,216208,16117,293510,0.060038839,3.989441633,7.983274937,0,0.474399507,29.7484417,41.46302414,0.98585397,-1.718387842,112233,0.382382214,0.354838699,0,0,2,1,0,11,0,11,2,3,0,1,0,31,0.040458586,11875,0.736629069,4118
Århus County,2004,,4660,2325,3.55791831,23,113,90,5,7.65E-06,466701,34852,653472,0.044344671,4.031910896,8.55346489,0,0.490114331,27.1543541,40.18900681,0.984743059,-1.025581837,254113,0.388865948,0.354838699,0,1,31,11,0,164,0,154,7,22,0,1,43,434,0.036973275,24161,0.714186668,6985
Årslev,2004,17373,75,16,1.731414318,0,0,0,0,0,6316,519,9241,0.022724813,3.746347904,9.036035538,0,0.541391611,21.76539421,35.41067123,0.723190129,-0.401688129,4156,0.449734867,0.400000006,0,0,1,0,0,6,0,6,0,1,0,0,1,15,0.024997294,231,0.683475792,91
Åskov,2004,5193,31,16,2.280501604,0,0,0,0,0,4718,424,7016,0.042616874,4.073831081,8.512542725,0,0.671180189,20.88426399,35.22961807,1.354047894,-0.266248584,2968,0.423033059,0.230769232,0,1,1,0,0,7,0,3,0,0,0,0,1,13,0.022377424,157,0.67246294,47
Ærøskøbing (-2005/2006),2004,4293,2,5,1.336183906,0,0,0,0,0,2431,195,3742,0.021378942,6.21619463,7.394976139,0,0.578033149,27.93425941,43.3348465,1.663816094,-0.452431858,1129,0.301710308,0.384615391,0,0,1,0,0,4,0,5,0,1,0,0,2,13,0.033137359,124,0.6496526,7
Ølgod,2004,15480,48,19,1.666959167,0,7,7,0,0,7518,694,11398,0.030092999,3.773819923,9.358221054,0,0.63247937,21.7113533,36.02640915,1.137480259,-0.586945057,5417,0.475258827,0.05882353,0,0,0,0,0,6,0,1,0,0,0,0,10,17,0.019652572,224,0.65958941,67
Ølstykke,2004,13254,142,21,1.414331794,0,0,0,0,0,10733,687,14848,0.032260235,4.549366951,12.16776657,0,1.404364228,18.68514252,37.07421875,0.681034505,-0.413456351,4911,0.330751628,0.333333343,0,0,2,0,0,7,0,5,0,1,0,0,0,15,0.020743534,308,0.72285831,163
Ørbæk,2004,15859,31,14,2.050981522,0,0,0,0,0,4605,418,6826,0.019777322,3.950922966,8.797831535,0,0.454585403,1,38.5279808,1.087459683,-0.536771178,3026,0.443305016,0.333333343,0,0,1,0,0,7,0,5,0,1,0,0,1,15,0.036331672,248,0.67462641,45
